total_nacional,total_nacional_billones_cop,concentracion_top5,supera_60,conclusion,interpretacion
80261099716.0,0.080261099716,81.8633,True,los_5_primeros_departamentos_superan_el_60_del_gasto,existe_alta_concentracion_territorial_del_gasto_publico
